class,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22
1.00,9148.78,10.00,26.00,62.00,177.91,440.42,76.69,0.469517,3356.87,5360.44,2883.83,431.366,516.64,7.00,54.1374,0.796716,2593.00,0.454274,2.00222,83.9333,77.119,1.06531
1.00,5052.08,5.00,57.00,119.00,186.42,336.33,58.14,0.492637,3724.99,6064.58,2005.94,377.834,446.631,9.00,31.2974,0.847849,3110.00,0.470141,2.66912,93.5632,79.8581,1.07347
1.00,9471.27,7.00,30.00,67.00,185.05,267.09,46.69,0.390839,2645.8,3717.41,2687.91,312.759,347.427,5.00,39.484,0.893063,2178.00,0.467778,2.02333,76.8961,70.2154,1.03345
1.00,5836.94,7.00,30.00,67.00,199.32,659.86,53.11,0.728815,3621.88,8661.12,3192.71,730.813,808.363,18.00,54.0528,0.879936,3157.00,0.703268,2.66808,83.5086,90.7954,1.03792
1.00,7382.01,8.00,28.00,64.00,114.16,483.54,53.56,0.400503,2806.91,3950.71,2224.18,465.25,570.579,16.00,43.8533,0.847776,2403.00,0.75,2.6375,87.3027,81.1584,1.04372
1.00,8694.08,7.00,32.00,71.00,194.42,872.32,49.73,0.584708,3745.07,7360.35,3385.00,851.288,938.981,15.00,52.7424,0.855543,3240.00,0.578742,1.775,66.5874,70.2603,1.04668
1.00,2439.81,6.00,18.00,42.00,271.85,420.29,63.58,0.468838,2672.95,4135.13,1185.82,333.875,409.193,8.00,63.6371,0.908694,2283.00,0.537037,2.54222,65.8387,77.2032,1.02411
1.00,3411.93,7.00,27.00,61.00,153.34,465.6,59.16,0.380094,2860.22,3627.59,1208.47,478.772,518.486,16.00,46.8833,0.886849,2406.00,0.619709,3.38045,82.349,68.6723,1.02816
1.00,8095.12,6.00,41.00,88.00,180.27,777.12,46.73,0.573138,3729.02,7234.19,3325.93,759.288,802.379,21.00,42.3698,0.880516,3215.00,0.640958,2.40692,75.6598,77.7806,1.03491
1.00,3871.18,8.00,28.00,64.00,149.37,851.78,49.69,0.718742,3529.3,8132.2,2571.28,769.033,809.462,15.00,55.1397,0.89577,3001.00,0.707703,1.82062,78.0964,83.2509,1.0348
1.00,2.45804,6.00,14.00,34.00,363.36,534.5,123.34,0.547845,3287.45,5828.05,1215.87,476.47,574.928,4.00,96.6841,0.855848,2802.00,0.392857,2.01812,73.5543,64.203,1.0416
1.00,4834.57,7.00,21.00,49.00,139.47,524.28,65.5,0.529292,3019.93,5328.4,2012.84,519.147,555.33,10.00,61.6263,0.851049,2553.00,0.607215,1.70833,82.7977,81.2268,1.04527
1.00,3896.84,8.00,27.00,62.00,141.98,883.02,50.18,0.518775,3322.43,5679.51,1879.05,869.891,926.598,17.00,53.5829,0.863314,2865.00,0.766975,2.55971,75.7595,69.1273,1.04086
1.00,10711.8,6.00,22.00,50.00,147.51,728.97,51.93,0.502403,2906.19,5151.13,3343.16,713.282,783.255,13.00,58.1188,0.880213,2444.00,0.546281,2.92833,69.4159,77.6744,1.03805
1.00,3575.56,7.00,23.00,53.00,154.54,396.63,79.36,0.637345,2718.42,5695.94,1898.57,400.489,471.423,13.00,51.2862,0.849337,2202.00,0.675362,2.11654,73.5212,73.7302,1.04785
1.00,12970.9,8.00,29.00,66.00,354.49,245.19,74.19,0.350305,3186.18,4119.02,3535.98,284.729,313.415,6.00,48.27,0.921847,2649.00,0.344061,2.903,94.705,82.3708,1.0187
1.00,13124.2,7.00,23.00,53.00,165.05,311.28,52.8,0.44259,2538.12,4139.41,3669.57,202.312,228.657,5.00,47.8838,0.905082,2250.00,0.460663,2.44,80.644,64.6223,1.02706
1.00,11267.4,5.00,16.00,37.00,348.66,343.15,58.85,0.393135,2785.31,4019.24,3165.61,345.381,391.459,4.00,75.2738,0.912967,2348.00,0.28125,2.99333,62.1045,53.9343,1.02489
1.00,7874.43,8.00,39.00,86.00,471.61,220.87,46.29,0.399072,3632.74,4970.1,2441.7,405.196,417.334,5.00,42.236,0.900685,3091.00,0.346581,2.51885,77.3516,68.4342,1.03206
1.00,5595.41,8.00,24.00,56.00,331.12,713.36,86.42,0.722467,3797.78,8913.17,3165.73,693.882,763.566,9.00,67.8125,0.898148,3146.00,0.492424,2.80893,70.0942,64.3795,1.03104
1.00,7079.15,6.00,24.00,54.00,219.09,360.25,71.99,0.465735,3004.33,4756.51,2332.71,442.774,464.54,5.00,55.6313,0.897986,2579.00,0.416667,1.58687,62.5858,62.1432,1.03236
1.00,7420.57,9.00,29.00,67.00,246.68,607.17,69.1,0.500007,3886.87,6515.31,2854.33,475.7,539.781,6.00,58.007,0.924025,3268.00,0.365764,2.24545,76.1883,49.6137,1.02202
1.00,4843.88,12.00,26.00,64.00,216.38,496.48,70.29,0.51742,3018.67,5114.00,1919.38,405.481,446.146,8.00,47.1617,0.922131,2388.00,0.596154,2.35312,70.2845,62.4046,1.02431
1.00,5482.53,11.00,27.00,65.00,198.54,444.96,62.82,0.575954,2967.27,5723.94,2220.85,451.57,518.695,8.00,45.646,0.902313,2495.00,0.505996,2.675,70.5813,63.5431,1.02763
1.00,2706.45,8.00,26.00,60.00,198.53,455.45,77.18,0.398399,3003.43,3928.02,1062.71,443.635,479.734,9.00,50.0522,0.887476,2574.00,0.534188,2.71214,71.6648,78.3949,1.03748
1.00,3565.72,8.00,25.00,58.00,207.16,432.65,47.92,0.45902,2887.19,4402.09,1412.13,420.195,479.067,7.00,49.7738,0.88361,2501.00,0.546667,2.3815,72.1366,80.9317,1.03512
1.00,5103.55,9.00,35.00,79.00,201.9,509.55,44.11,0.612477,3411.3,6892.38,2485.59,488.526,520.248,13.00,43.1758,0.885653,2955.00,0.663624,2.02868,77.3485,68.6336,1.0348
1.00,5086.82,7.00,28.00,63.00,170.95,433.31,55.84,0.579801,2578.76,5028.93,2049.6,443.782,466.066,9.00,40.9279,0.92629,2068.00,0.5,2.76,77.3668,64.8776,1.01999
1.00,4654.00,8.00,31.00,70.00,190.69,425.52,70.46,0.537182,3092.59,5498.02,2059.24,368.973,479.16,9.00,44.175,0.91749,2541.00,0.552108,1.90781,68.6248,65.3849,1.02511
1.00,6390.81,6.00,30.00,66.00,198.97,451.59,62.26,0.58103,3264.46,6387.48,2668.28,374.649,424.848,9.00,49.4564,0.911081,2834.00,0.505952,1.77382,82.0556,68.237,1.02522
1.00,6242.1,8.00,29.00,66.00,518.42,241.06,53.79,0.346455,3281.27,3937.67,1882.9,471.069,509.088,8.00,49.7106,0.925261,2813.00,0.458974,2.72937,59.7314,55.5611,1.01916
1.00,6225.57,9.00,19.00,47.00,201.18,662.87,43.77,0.655546,2900.74,6305.87,2629.72,571.097,674.408,10.00,61.713,0.876981,2518.00,0.51462,2.41192,78.603,72.3333,1.03379
1.00,2223.09,9.00,28.00,65.00,190.24,716.47,30.93,0.504191,3324.67,5415.88,1329.51,605.426,659.569,12.00,51.1446,0.913506,2900.00,0.565986,2.83682,76.6538,62.1662,1.02922
1.00,6253.47,10.00,28.00,66.00,251.3,666.05,36.56,0.44937,3475.77,5250.81,2163.11,598.696,667.568,11.00,52.6585,0.913593,3017.00,0.596429,2.38444,70.8288,62.8423,1.02258
1.00,6254.89,7.00,20.00,47.00,201.37,482.31,59.06,0.357428,2502.67,3174.2,1821.51,451.633,513.33,7.00,53.2432,0.906254,2095.00,0.55,2.50056,74.4658,76.297,1.02416
1.00,11783.2,11.00,25.00,61.00,191.84,566.56,57.5,0.42037,2906.15,4429.57,3381.34,502.16,582.42,7.00,47.6362,0.917863,2389.00,0.475556,1.67375,77.91,61.9253,1.02314
1.00,3792.8,8.00,18.00,44.00,243.97,547.8,57.4,0.510017,2531.27,4327.37,1600.87,458.874,499.856,5.00,57.5236,0.902699,2142.00,0.338889,1.51687,60.5763,63.5174,1.02448
1.00,2442.46,9.00,31.00,71.00,274.45,568.09,39.31,0.507336,3743.88,6136.8,1508.74,496.096,559.24,7.00,52.7259,0.868043,3281.00,0.407271,2.57533,82.8246,63.0062,1.0474
1.00,4120.92,7.00,25.00,57.00,215.97,490.00,46.42,0.517095,2732.46,4777.33,1770.79,431.239,490.461,6.00,47.9333,0.898756,2374.00,0.422222,2.9705,74.356,81.2236,1.03571
1.00,3443.35,4.00,32.00,68.00,141.83,459.43,64.27,0.609475,2740.37,5436.19,1752.89,408.65,461.881,14.00,40.295,0.90741,2280.00,0.638927,2.12393,72.0054,77.3888,1.0247
1.00,3562.55,7.00,30.00,67.00,213.05,655.38,106.93,0.620253,3738.92,7495.38,2164.07,586.118,660.589,9.00,55.7994,0.892101,3084.00,0.532323,2.85583,73.2083,68.9912,1.03152
1.00,4042.86,10.00,33.00,76.00,183.5,548.87,58.51,0.389403,3335.54,4322.84,1418.06,494.371,538.542,7.00,43.8838,0.884094,2870.00,0.565945,2.33344,82.4868,70.6222,1.04059
1.00,4724.22,11.00,34.00,79.00,191.33,538.00,96.07,0.380434,3488.05,4420.01,1596.25,479.498,511.622,9.00,44.1473,0.912762,2824.00,0.470588,2.56808,74.6982,59.6627,1.02442
1.00,3908.95,7.00,31.00,69.00,390.17,230.05,72.02,0.332291,3129.44,3507.53,1255.03,391.85,421.247,8.00,45.3493,0.911454,2659.00,0.487655,2.47292,78.9547,65.309,1.02616
1.00,6754.28,13.00,33.00,79.00,204.32,583.5,54.96,0.362966,3339.75,4165.99,2034.17,500.053,536.812,7.00,42.2696,0.912666,2823.00,0.537879,1.8025,66.6541,62.6157,1.02469
1.00,9969.54,4.00,29.00,62.00,107.46,212.81,68.29,0.570338,2941.71,5778.92,3308.17,171.532,225.267,5.00,47.4421,0.870532,2527.00,0.43908,2.462,69.1206,55.7526,1.03842
1.00,9506.05,9.00,40.00,89.00,223.49,538.25,96.19,0.511343,3613.93,6290.32,3200.39,488.511,561.941,9.00,40.6009,0.893593,2659.00,0.52077,2.53441,63.2099,70.5402,1.03776
1.00,11984.9,12.00,30.00,72.00,212.93,519.79,102.97,0.482841,3878.53,6291.5,3744.19,457.127,578.423,8.00,53.8639,0.848833,2952.00,0.448831,2.719,65.6511,72.6136,1.04582
1.00,5823.15,8.00,35.00,78.00,396.96,207.25,60.4,0.46934,3612.82,5655.16,2161.21,338.155,375.345,5.00,46.3131,0.86965,2876.00,0.541224,1.88937,70.0167,61.8642,1.04212
1.00,4724.22,11.00,34.00,79.00,191.33,538.00,96.07,0.380434,3488.05,4420.01,1596.25,479.498,511.622,9.00,44.1473,0.912762,2824.00,0.470588,2.56808,74.6982,59.6627,1.02442
2.00,5955.7,8.00,18.00,44.00,16.56,198.31,54.95,0.404605,415.94,3465.67,185.1,01.978,4.746,4.00,54.903,0.850369,1899.00,0.57778,.57917,96.31,64.185,1.05199
2.00,1347.94,7.00,17.00,41.00,18.89,30.17,98.5,0.418915,108.43,858.39,64.944,56.404,30.50,5.00,51.4198,0.859531,1584.00,0.5,1.988,7.401,6.3104,1.04975
2.00,3667.6,3.00,96.00,195.00,150.58,48.54,79.41,0.406644,6586.69,8644.88,1967.07,404.03,459.958,13.00,33.779,0.881076,5447.00,0.494507,.1361,85.03,80.946,1.03649
2.00,4691.09,3.00,166.00,335.00,56.,768.77,56.57,0.39036,917.13,11331.8,418.35,58.55,199.45,57.00,7.406,0.910778,7414.00,0.65436,.669,98.791,9.5339,1.0679
2.00,340.9,9.00,153.00,315.00,431.9,399.59,84.15,0.447876,1393.7,18889.3,3319.17,366.707,781.366,19.00,44.1971,0.8787,10471.00,0.541695,1.93586,86.6411,85.694,1.03768
2.00,38.09,4.00,19.00,4.00,159.1,379.3,75.3,0.363143,113.7,609.37,1039.44,65.8,315.395,5.00,50.31,0.871385,1758.00,0.477193,3.7667,68.8188,7.77,1.040
2.00,493.97,5.00,1.00,47.00,104.66,169.96,36.7,0.38794,1875.81,674.9,1465.45,13.643,189.99,4.00,39.9064,0.73497,1841.00,0.356009,.9667,66.595,70.7463,1.1083
2.00,1968.4,5.00,1.00,9.00,07.16,463.1,94.45,0.318876,1641.81,1775.31,619.06,67.516,371.971,6.00,56.6093,0.86678,13.00,0.708333,.47833,86.649,79.076,1.04305
2.00,3867.06,8.00,85.00,178.00,134.34,139.03,40.01,0.476,869.36,717.19,1161.03,107.887,166.93,9.00,16.1148,0.830599,688.00,0.581363,0.973889,74.10,73.055,1.11316
2.00,610.95,8.00,15.00,38.00,06.78,301.,56.63,0.3887,401.7,335.45,183.13,3.395,85.508,4.00,63.198,0.863533,1973.00,0.311111,1.95375,75.417,68.779,1.049
2.00,1931.5,7.00,113.00,33.00,97.7,390.48,5.85,0.390156,10551.00,13613.00,6196.18,310.434,796.85,5.00,45.783,0.86009,8396.00,0.515093,.19387,90.353,84.5577,1.03559
2.00,7544.46,7.00,181.00,369.00,355.41,567.58,65.85,0.37893,13963.7,16430.9,3605.1,385.46,1154.,31.00,37.8368,0.880993,10705.00,0.605063,.5475,90.77,8.7701,1.0304
2.00,17653.8,8.00,378.00,764.00,36.36,744.11,94.1,0.381711,8334.3,3471.3,80.76,44.494,1594.46,45.00,37.0817,0.887368,739.00,0.6346,.938,89.377,81.607,1.03077
2.00,7349.76,7.00,164.00,335.00,51.78,463.98,70.9,0.380565,14033.00,17085.5,3608.73,55.166,833.16,3.00,41.8849,0.90494,1114.00,0.599753,.49845,86.7149,81.1173,1.0616
2.00,3507.8,8.00,178.00,364.00,353.3,79.57,95.1,0.350666,156.1,13844.4,95.84,71.678,664.18,18.00,34.5065,0.876565,8918.00,0.573474,.05488,95.7637,91.1364,1.03674
2.00,4093.4,10.00,170.00,350.00,399.04,95.48,91.68,0.366689,11981.6,13859.9,46.45,354.803,764.103,34.00,34.8,0.863577,8786.00,0.55954,.44659,97.37,94.5811,1.03678
2.00,5893.3,8.00,186.00,380.00,63.00,374.08,101.66,0.41469,9859.97,1946.3,946.6,51.087,518.337,19.00,5.943,0.895967,8134.00,0.5084,.3383,8.6415,7.5987,1.0311
2.00,18950.9,7.00,3.00,53.00,94.49,85.89,7.96,0.568419,994.81,6118.63,5535.14,4.686,95.896,5.00,56.5015,0.85554,359.00,0.66087,.1143,70.8916,75.3841,1.05803
2.00,8335.88,8.00,31.00,70.00,199.5,400.9,57.73,0.498095,3540.08,5908.39,776.04,74.899,343.85,6.00,50.5677,0.84381,774.00,0.433641,.541,80.3164,59.6388,1.071
2.00,650.9,9.00,17.00,43.00,83.19,411.0,87.17,0.3346,3105.3,3570.6,183.68,380.085,514.451,4.00,7.119,0.857414,495.00,0.5,.3175,67.745,49.976,1.03967
2.00,6658.01,8.00,6.00,60.00,89.75,385.4,75.05,0.55395,3885.11,7105.33,697.1,35.759,375.109,4.00,64.7465,0.86699,3089.00,0.53051,1.716,71.941,5.78,1.0453
2.00,1101.8,7.00,3.00,53.00,68.38,89.69,46.6,0.38618,791.61,3947.83,3111.19,1.5,58.001,5.00,5.667,0.84314,33.00,0.44638,1.7431,73.49,49.7336,1.05086
2.00,353.06,5.00,19.00,43.00,195.4,196.4,35.55,0.51045,1538.38,666.8,1186.,17.571,5.43,5.00,35.771,0.86339,149.00,0.631579,.65,54.468,57.407,1.0979
2.00,51.61,5.00,17.00,39.00,43.36,441.86,76.13,0.3869,45.9,351.63,1608.06,377.8,41.85,4.00,6.8741,0.91449,1965.00,0.441176,1.61056,80.3736,68.484,1.0449
2.00,8494.5,6.00,19.00,44.00,183.48,8.03,61.13,0.441903,531.79,3943.39,494.9,173.479,1.754,4.00,57.5361,0.797661,79.00,0.881,.43,65.7033,70.7605,1.0737
2.00,3406.67,7.00,4.00,55.00,1.6,77.5,74.47,0.450631,367.48,3550.1,138.85,18.845,69.76,5.00,43.0404,0.80753,193.00,0.30595,.3773,7.4996,5.8485,1.07875
2.00,4156.5,8.00,8.00,64.00,83.61,347.49,80.84,0.50088,436.31,7809.58,6936.14,64.639,403.068,6.00,68.1561,0.771417,344.00,0.577,.53156,77.8771,68.93,1.09081
2.00,944.7,8.00,0.00,48.00,8.69,33.54,67.74,0.413066,975.41,4350.95,778.49,19.1,46.46,3.00,61.985,0.86916,43.00,0.566667,.40889,63.0651,63.7,1.0446
2.00,4783.9,7.00,1.00,31.00,176.96,91.5,60.35,0.366561,1806.87,353.83,1381.05,17.55,09.884,3.00,58.806,0.890897,1443.00,0.416667,.8,85.8958,77.8904,1.03409
2.00,611.69,8.00,15.00,38.00,180.66,47.36,89.51,0.49861,1994.46,3018.61,1835.55,164.309,4.56,4.00,5.4805,0.860805,1478.00,0.466667,.45,80.893,67.4481,1.0491
2.00,836.35,9.00,36.00,81.00,176.8,34.18,43.9,0.449668,3188.49,4903.5,570.54,19.717,38.37,5.00,39.3593,0.815835,540.00,0.391931,.7395,81.3857,75.14,1.0754
2.00,953.63,9.00,7.00,3.00,149.69,70.05,134.3,0.567891,155.18,3194.84,791.13,188.617,90.467,4.00,66.307,0.78334,115.00,0.47619,.1065,75.3658,6.74,1.08738
2.00,7869.16,8.00,7.00,,147.7,66.31,48.07,0.413699,1563.7,699.95,8.48,199.407,308.503,3.00,71.073,0.747858,175.00,0.57149,1.4,67.573,79.6169,1.10501
2.00,8673.78,6.00,14.00,34.00,174.83,408.63,57.59,0.38944,495.37,3443.6,45.5,73.738,445.01,4.00,73.3885,0.831591,1868.00,0.38095,.1786,70.9151,61.1636,1.06
2.00,418.45,6.00,11.00,8.00,.37,37.37,48.06,0.36849,1654.01,07.65,783.74,3.718,69.013,4.00,59.0664,0.88738,1359.00,0.409091,3.66333,63.3184,6.16,1.0986
2.00,643.8,9.00,65.00,139.00,514.41,444.8,41.71,0.44097,5534.16,806.74,54.18,609.171,1086.54,7.00,39.8094,0.91335,4588.00,0.6758,.405,9.409,91.5874,1.0665
2.00,683.47,8.00,6.00,60.00,160.16,17.66,3.34,0.33109,87.59,399.4,1811.19,160.399,184.881,4.00,47.13,0.880878,330.00,0.584615,.31,76.817,67.8647,1.04001
2.00,13707.3,8.00,0.00,48.00,34.83,314.68,49.01,0.3401,3853.09,4811.6,3800.18,33.03,38.57,4.00,80.677,0.88341,305.00,0.346667,.16071,67.7873,54.933,1.03317
2.00,8017.45,7.00,36.00,79.00,03.81,56.7,63.35,0.6659,369.73,7999.9,357.49,507.608,590.86,9.00,45.941,0.894344,3097.00,0.431415,.19,70.571,70.818,1.03383
2.00,3371.38,7.00,3.00,71.00,467.19,7.35,65.6,0.379111,3058.91,3838.31,119.79,44.587,464.53,5.00,43.0783,0.9034,594.00,0.40089,.7406,78.1886,58.4837,1.03067
2.00,3771.81,5.00,1.00,47.00,199.16,353.85,89.46,0.67631,78.5,507.93,1875.09,408.474,48.367,6.00,48.474,0.870787,1891.00,0.46757,.50714,74.3368,70.6889,1.0353
2.00,534.98,9.00,3.00,73.00,9.39,517.09,56.74,0.37681,3654.78,4616.35,176.4,476.91,545.895,7.00,50.0604,0.906304,3097.00,0.43648,.89875,78.846,68.6471,1.0641
2.00,1459.75,8.00,6.00,60.00,198.15,333.19,63.4,0.41819,599.9,3440.,758.481,386.665,400.46,7.00,43.367,0.940087,135.00,0.594017,1.80571,78.1335,66.7884,1.01989
2.00,4970.57,9.00,4.00,57.00,346.47,191.87,63.34,0.459173,65.73,415.0,173.86,308.366,356.7,6.00,46.534,0.89076,43.00,0.541667,1.9114,77.456,70.3458,1.03743
2.00,5065.04,8.00,31.00,70.00,149.3,66.96,7.74,0.507083,387.96,5538.4,1994.08,650.65,741.715,15.00,46.9653,0.8767,65.00,0.641065,.5199,70.7393,78.3068,1.0379
2.00,8671.9,5.00,36.00,77.00,90.47,369.37,115.51,0.41576,496.13,6901.96,869.31,304.745,398.163,7.00,64.438,0.84935,3698.00,0.56187,.1414,84.9459,70.5685,1.0533
2.00,538.58,9.00,3.00,73.00,9.05,516.68,58.4,0.376807,3785.07,4767.11,174.31,476.91,555.469,7.00,51.8451,0.873784,3097.00,0.43648,.9,81.5479,69.16,1.03971
2.00,897.00,9.00,15.00,39.00,18.31,431.83,81.87,0.483899,45.7,3585.31,1199.53,3.0,36.6,6.00,57.5774,0.89719,1907.00,0.466667,1.8167,84.1474,67.015,1.0678
2.00,4849.7,9.00,3.00,55.00,19.31,544.91,35.43,0.41315,30.,3347.3,1568.06,430.034,498.485,11.00,41.859,0.905915,193.00,0.498551,.75056,76.607,73.7374,1.0834
2.00,5911.9,7.00,7.00,1.00,43.13,89.47,41.56,0.410451,736.9,17.54,155.8,197.47,10.004,3.00,35.0548,0.93,600.00,0.47619,.76833,70.778,50.059,1.01917
2.00,5361.11,5.00,1.00,9.00,15.95,66.89,66.4,0.393863,1739.06,460.73,1540.89,185.634,31.16,5.00,59.9634,0.89631,1504.00,0.383333,1.79,69.6066,63.4944,1.03544
2.00,54840.00,9.00,46.00,101.00,37.1,450.58,58.45,0.404595,5814.,914.7,14544.8,91.963,317.64,6.00,57.5614,0.89488,4839.00,0.39899,.6875,78.886,56.0591,1.0795
2.00,8384.53,7.00,13.00,33.00,05.87,416.16,50.06,0.38054,346.16,38.6,354.14,95.059,316.407,4.00,71.0903,0.97638,6.00,0.33077,.78,60.643,5.3663,1.01957
2.00,6535.67,5.00,4.00,53.00,57.5,7.14,47.6,0.384754,446.68,3370.11,1933.94,08.94,34.513,5.00,46.1591,0.889467,31.00,0.485119,.5868,74.316,57.5763,1.031
