class,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22
1,32050.4,1.00,20.00,41.00,134.51,309.34,105.00,1.10214,2451.13,9650.29,10647.4,354.473,388.103,8.00,59.7778,0.925057,813.00,0.535546,2.96944,60.8783,42.9196,1.02241
1,41846.7,1.00,15.00,31.00,229.23,373.08,60.24,1.3315,1609.68,8091.17,13036.2,353.804,414.332,7.00,51.9203,0.918903,496.00,0.495678,2.80083,75.8583,70.303,1.02464
1,24565.7,1.00,14.00,29.00,211.11,357.27,121.23,1.35441,2230.53,10579.6,9749.35,379.259,426.367,8.00,76.9103,0.907327,760.00,0.545238,2.115,66.681,45.2448,1.02751
1,22411.8,1.00,7.00,15.00,84.79,334.9,108.99,1.51151,949.747,5429.63,7526.41,355.717,432.942,5.00,63.3113,0.89197,315.00,0.619048,2.0425,57.4905,56.403,1.05
1,21468.3,1.00,20.00,41.00,196.64,288.02,128.36,1.25909,2443.97,10639.3,8701.89,320.686,360.398,9.00,59.6041,0.900308,810.00,0.563889,3.55833,73.211,51.431,1.03445
1,15948.7,1.00,16.00,33.00,84.65,268.37,152.76,1.4299,1508.3,7509.67,6536.29,305.002,349.55,8.00,45.7009,0.929499,516.00,0.479167,3.535,62.9468,53.6306,1.02617
1,17362.6,1.00,18.00,37.00,154.78,276.91,65.12,1.45848,1530.47,7985.51,7761.48,300.171,354.589,10.00,41.3586,0.917141,523.00,0.705093,2.627,79.0773,73.9694,1.02622
1,26531.2,1.00,16.00,33.00,159.02,251.05,122.64,1.44141,1717.65,8779.71,9751.93,296.787,349.331,8.00,52.0448,0.904869,668.00,0.585813,2.42417,68.8828,65.8908,1.03565
1,33021.3,1.00,17.00,35.00,232.66,279.07,99.98,1.10039,2162.13,8724.75,11020.3,330.241,384.29,7.00,61.7691,0.921415,634.00,0.354902,1.825,77.1143,52.5767,1.02194
1,48791.5,1.00,19.00,39.00,187.17,363.04,73.73,1.11422,1879.81,8008.32,14250.00,306.225,375.747,11.00,48.1949,0.913828,513.00,0.584776,2.96833,65.8766,47.3743,1.02653
1,34975.5,1.00,13.00,27.00,155.26,385.24,73.99,1.37847,1287.27,6550.8,10763.7,425.788,476.801,8.00,47.6715,0.942461,304.00,0.641026,2.89333,53.4891,43.2754,1.0161
1,25966.6,1.00,16.00,33.00,158.22,228.16,90.98,1.26801,1572.29,7176.15,8783.61,292.708,329.142,9.00,47.6403,0.926223,442.00,0.735119,2.184,74.9051,73.037,1.01994
1,17286.9,1.00,15.00,31.00,136.91,207.63,70.42,1.20683,1189.85,4921.45,5642.22,248.362,301.585,8.00,38.3777,0.955195,317.00,0.552821,2.33312,63.2819,48.4866,1.01259
1,51627.7,1.00,22.00,45.00,213.85,454.05,82.99,1.06312,2903.41,11367.4,16022.9,413.435,468.08,10.00,64.5149,0.933145,809.00,0.512753,2.69312,59.8282,56.2942,1.02073
1,23558.4,1.00,16.00,33.00,185.21,341.97,98.99,1.09364,1553.39,6145.1,7508.66,363.56,410.292,8.00,47.0676,0.926386,455.00,0.476867,2.58875,71.0534,58.2571,1.02377
1,24878.00,1.00,12.00,25.00,213.66,252.72,97.99,1.41396,1678.39,8680.07,9352.07,295.751,344.471,7.00,67.13,0.897382,668.00,0.645833,2.49333,78.6153,59.9002,1.04018
1,18901.7,1.00,20.00,41.00,142.03,225.39,142.03,1.3943,1995.4,9760.64,8737.08,253.193,338.792,8.00,48.6634,0.853059,778.00,0.517558,2.735,82.5577,60.8853,1.05008
1,21050.4,1.00,20.00,41.00,88.97,231.02,135.05,1.37027,1624.31,8093.94,8254.34,267.017,322.665,10.00,39.6112,0.876151,689.00,0.525971,2.789,81.9762,71.4544,1.0428
1,17518.1,1.00,14.00,29.00,153.55,237.83,90.56,1.27959,1443.99,6691.88,6683.36,274.323,334.036,7.00,49.7886,0.870265,575.00,0.34881,2.50667,56.2186,55.1757,1.04744
1,22235.6,1.00,19.00,39.00,263.77,290.79,100.15,1.23145,2282.42,10009.2,8832.1,362.783,477.413,8.00,58.5174,0.888853,840.00,0.584649,3.05889,77.0167,58.3975,1.02867
1,13862.3,1.00,21.00,43.00,133.33,369.41,68.09,1.20964,2049.23,8728.28,6264.14,356.992,398.37,8.00,47.6516,0.891617,733.00,0.353893,2.72333,84.0217,52.2491,1.03549
1,29931.5,1.00,21.00,43.00,186.16,339.13,107.1,1.3929,2771.88,12998.00,11873.00,394.932,442.085,9.00,64.4572,0.910941,954.00,0.470134,2.309,69.0595,59.3899,1.028
1,19239.3,1.00,15.00,31.00,287.33,223.63,81.54,1.2088,1399.24,6089.49,6684.94,303.806,337.81,7.00,45.1316,0.925488,588.00,0.446061,1.51667,66.129,60.3659,1.02351
1,27039.4,1.00,31.00,63.00,303.1,301.14,130.1,0.878877,3462.06,10660.5,9414.26,365.06,429.201,10.00,54.9484,0.904288,1284.00,0.530239,3.005,73.3895,49.9236,1.03387
1,25340.7,1.00,15.00,31.00,83.18,338.17,84.5,1.26436,1245.47,5832.63,8100.43,380.295,412.804,6.00,40.1716,0.938564,427.00,0.583333,2.46167,78.5627,75.2802,1.02354
1,16126.00,1.00,37.00,75.00,169.18,345.1,156.26,0.992789,3189.9,10948.7,7280.6,355.16,427.773,12.00,42.5269,0.876187,1437.00,0.462015,2.668,73.9196,64.9724,1.04876
1,17863.7,1.00,12.00,25.00,114.97,289.81,148.76,1.25809,1709.00,7384.48,6753.48,329.119,379.558,5.00,68.3556,0.907976,632.00,0.328704,3.25,76.1581,56.2732,1.02738
1,26322.5,1.00,23.00,47.00,213.36,330.34,86.98,1.20554,2016.64,8973.63,9470.9,373.813,450.555,9.00,42.9026,0.915321,677.00,0.605402,3.06214,71.6282,60.5528,1.02784
1,72520.9,1.00,18.00,37.00,238.68,603.46,116.99,1.05168,2663.66,11174.7,21083.3,647.98,701.815,9.00,71.9862,0.911158,1007.00,0.457061,2.48792,68.2046,54.5698,1.02472
1,43984.2,1.00,10.00,21.00,258.35,498.21,99.00,1.01766,2031.67,7833.74,12792.1,546.838,644.385,5.00,96.7405,0.910474,776.00,0.7,2.145,91.9409,53.9226,1.02443
1,81901.7,1.00,26.00,53.00,197.04,601.12,102.99,0.96128,3174.84,12205.5,23825.1,621.24,765.197,17.00,59.8975,0.890346,1294.00,0.685537,1.84187,74.7642,63.569,1.03043
1,83508.2,1.00,12.00,25.00,140.03,495.69,109.85,1.47949,1838.04,10809.6,24380.4,549.538,612.572,6.00,73.5172,0.929245,504.00,0.625,2.23714,78.7537,43.3953,1.02137
1,40292.8,1.00,12.00,25.00,190.34,513.55,108.73,1.44081,1986.59,10088.3,13302.9,545.648,619.589,10.00,79.4592,0.895409,631.00,0.816667,0.00,68.1546,60.4347,1.03249
1,61094.6,1.00,18.00,37.00,252.43,683.87,107.99,1.24015,2750.83,12319.6,18939.00,747.829,814.633,11.00,74.3422,0.924578,703.00,0.512276,2.39333,70.9978,61.7948,1.02121
1,19678.3,1.00,12.00,25.00,175.65,351.95,78.99,1.15882,1628.41,6949.12,7065.41,391.655,428.956,6.00,65.1316,0.910126,545.00,0.523016,2.26,88.8046,66.9231,1.02842
1,13223.1,1.00,18.00,37.00,175.07,311.97,106.99,0.913274,1670.32,5385.83,4565.01,334.235,383.905,8.00,45.1395,0.897114,733.00,0.505342,3.1075,75.1787,49.768,1.03254
1,19883.9,1.00,14.00,29.00,113.58,253.18,90.74,1.2663,1209.14,5719.22,6908.08,284.099,323.384,7.00,41.689,0.924905,440.00,0.597774,2.66,77.4339,45.5892,1.02036
1,17335.2,1.00,16.00,33.00,179.2,308.02,69.3,1.20223,1662.44,7200.00,6637.21,336.657,396.261,9.00,50.3715,0.913424,575.00,0.600893,3.3225,81.9984,58.7288,1.02773
1,11100.7,1.00,14.00,29.00,91.1,297.29,108.34,1.46333,1516.47,7589.02,5540.13,315.609,368.592,7.00,52.2883,0.903141,553.00,0.519481,2.93,66.2091,60.9816,1.02732
1,25579.00,1.00,10.00,21.00,100.87,285.41,70.04,1.55586,1154.94,6571.49,8564.4,330.298,387.739,5.00,54.9919,0.879464,387.00,0.441667,3.97,94.9655,57.3963,1.03383
1,16573.7,1.00,9.00,19.00,65.18,322.74,139.63,1.13305,1238.89,5087.29,5554.92,359.104,417.207,6.00,65.1995,0.909476,483.00,0.666667,1.5475,85.0878,60.8075,1.02971
1,23011.6,1.00,16.00,33.00,129.26,252.61,102.78,1.36224,1517.93,7407.78,8080.09,281.89,320.593,9.00,45.993,0.902633,573.00,0.600412,3.41833,70.0335,45.9585,1.02697
1,27755.00,1.00,17.00,35.00,244.72,274.86,107.58,1.37598,2098.26,9890.29,10105.00,317.937,385.056,10.00,59.9449,0.900617,748.00,0.573296,2.41,85.8092,57.2213,1.03407
1,23701.4,1.00,15.00,31.00,192.08,307.35,104.77,1.21826,1832.24,8338.04,8975.17,305.513,413.488,8.00,59.1003,0.895964,783.00,0.625299,2.829,73.1049,59.6782,1.03008
1,17256.5,1.00,19.00,39.00,182.62,281.26,99.71,1.15957,2067.17,8526.99,7133.17,353.654,409.178,8.00,52.9995,0.905743,810.00,0.574436,1.82429,77.6911,57.0017,1.03529
1,13809.2,1.00,20.00,41.00,98.89,294.38,169.45,1.30498,1943.27,8626.35,6518.51,333.657,414.44,11.00,47.3917,0.907023,739.00,0.647917,2.66625,79.2623,62.4586,1.03534
1,33796.8,1.00,14.00,29.00,97.07,431.84,135.37,1.39073,2321.94,11509.5,12500.4,375.444,418.91,8.00,80.0617,0.904513,782.00,0.480159,2.234,64.7918,56.5062,1.02827
1,18439.5,1.00,18.00,37.00,200.14,351.74,91.66,2.02137,2417.18,16456.9,13320.3,367.115,427.038,9.00,65.3241,0.898485,705.00,0.680093,2.52778,83.7065,62.7038,1.02985
1,20351.1,1.00,16.00,33.00,235.72,296.34,72.61,1.45673,1983.48,9793.46,8732.97,349.261,408.515,8.00,60.1,0.90265,693.00,0.540476,3.19591,86.3712,62.2346,1.03079
1,9438.37,1.00,27.00,55.00,340.82,247.92,120.98,0.649536,2704.52,5859.03,3351.31,320.303,382.389,12.00,49.1678,0.900251,980.00,0.692008,2.115,71.2716,64.908,1.03153
1,10347.5,1.00,11.00,23.00,307.64,162.69,77.15,1.30155,1253.56,5660.63,4374.51,289.877,342.196,5.00,54.4974,0.898124,480.00,0.585859,2.912,59.2722,57.7557,1.03106
1,21238.2,1.00,18.00,37.00,223.74,245.96,74.88,1.34865,1990.83,9467.99,8626.67,308.048,376.722,9.00,53.8011,0.88564,770.00,0.604233,2.25929,79.7248,56.5292,1.03793
1,41116.3,1.00,23.00,47.00,357.09,224.16,119.59,1.08859,2506.16,9852.49,12759.1,377.615,435.442,9.00,53.3172,0.92511,703.00,0.496791,3.00375,68.054,66.6483,1.02457
1,29549.4,1.00,23.00,47.00,277.65,248.7,88.15,1.10019,2294.52,8987.64,10165.2,334.621,402.785,12.00,48.8149,0.917437,691.00,0.590367,2.54875,71.0914,65.517,1.02695
1,20911.1,1.00,26.00,53.00,279.31,195.46,94.14,0.980241,2432.48,8249.84,7287.22,292.135,386.724,10.00,45.8913,0.911083,776.00,0.648874,2.2745,69.0635,51.7568,1.02646
1,12194.4,1.00,21.00,43.00,199.16,309.03,104.99,0.87475,2557.87,7471.54,4754.5,309.111,390.714,7.00,59.4798,0.89758,844.00,0.395767,2.27083,69.3286,58.359,1.0278
1,11566.9,1.00,27.00,55.00,242.62,237.58,129.99,1.008,2445.33,8207.48,4999.53,271.98,344.723,12.00,44.4553,0.915745,766.00,0.528443,2.48,72.5237,69.4783,1.02552
1,18648.7,1.00,17.00,35.00,131.22,412.98,129.39,0.890286,1820.18,6063.36,6176.84,402.565,439.993,11.00,51.9994,0.878901,871.00,0.641923,1.53625,70.7394,70.1739,1.04546
1,15842.3,1.00,19.00,39.00,195.36,329.42,114.99,1.02872,2496.00,9325.06,6979.81,373.742,503.962,7.00,63.9949,0.862252,1211.00,0.325652,2.10143,86.4343,51.1514,1.05036
1,12924.8,1.00,23.00,47.00,215.93,339.21,105.99,0.834074,2654.19,7798.54,5461.18,387.61,439.607,10.00,56.467,0.925981,978.00,0.564748,2.23857,71.4298,54.2349,1.02635
1,20527.5,1.00,27.00,55.00,240.48,313.09,109.99,0.929587,2972.31,9459.93,7591.87,392.519,432.744,8.00,54.0369,0.931587,852.00,0.509259,2.90308,62.2237,46.2876,1.01734
1,6052.24,1.00,23.00,47.00,379.57,280.54,116.71,0.956184,2867.27,9153.35,4410.99,389.021,507.625,10.00,61.0013,0.896279,1151.00,0.517856,2.661,75.6899,54.7748,1.03261
1,14707.8,1.00,26.00,53.00,188.87,294.69,138.88,1.00836,2628.69,9065.34,6353.53,334.7,423.416,9.00,49.5928,0.901764,1134.00,0.497798,2.359,79.143,58.8823,1.03098
1,17186.5,1.00,24.00,49.00,194.2,416.97,110.76,0.918264,2998.85,9665.17,6876.07,385.546,468.497,12.00,61.1959,0.865191,1288.00,0.547677,2.1325,71.2583,71.8241,1.04128
1,19501.8,1.00,17.00,35.00,293.32,297.87,127.4,1.28368,2512.61,10920.9,8630.24,362.93,412.445,10.00,71.7837,0.90523,874.00,0.525847,2.6675,64.2063,51.6133,1.02844
1,12577.1,1.00,22.00,45.00,134.92,276.68,201.93,1.37857,2520.98,11275.9,6984.62,344.152,425.913,9.00,56.0169,0.895637,883.00,0.644258,3.06375,68.5201,64.6168,1.03423
1,18088.8,1.00,24.00,49.00,226.76,244.45,144.99,0.906581,2889.02,9125.06,6833.91,305.599,393.793,8.00,58.9549,0.910016,1038.00,0.429997,3.0385,62.1545,65.2609,1.0255
1,24922.3,1.00,26.00,53.00,174.35,269.77,113.67,0.993307,2118.26,7637.7,8470.00,274.544,345.458,8.00,39.9623,0.915348,661.00,0.423291,2.18179,69.8927,56.838,1.02675
1,27094.3,1.00,16.00,33.00,126.89,421.71,195.88,1.00653,2002.87,7300.45,8426.67,426.568,469.516,6.00,60.6885,0.920162,675.00,0.414881,3.15071,64.1323,51.518,1.02625
1,17575.00,1.00,17.00,35.00,272.05,248.96,128.31,1.53107,2220.25,11942.5,9955.02,326.482,390.6,7.00,63.4311,0.904641,735.00,0.563025,2.92333,62.5894,50.5283,1.02925
1,24427.5,1.00,18.00,37.00,173.48,272.48,108.66,1.33443,1881.56,8875.77,9014.24,293.467,336.573,8.00,50.8484,0.898527,584.00,0.572685,2.655,72.5789,65.9788,1.03354
1,23608.8,1.00,20.00,41.00,195.22,277.88,121.99,1.07087,2276.09,8566.74,8383.81,331.089,398.092,9.00,55.5088,0.918779,635.00,0.564404,2.82625,51.0446,51.7438,1.02113
1,7668.6,1.00,17.00,35.00,145.61,205.38,135.46,0.86965,1795.67,5092.32,2966.55,265.281,301.362,7.00,51.2994,0.928451,538.00,0.507843,2.2075,77.5302,60.6718,1.02072
1,12887.8,1.00,7.00,15.00,189.9,130.89,59.99,1.21382,913.755,3948.77,4374.85,176.596,213.412,4.00,60.914,0.908244,309.00,0.419048,2.31167,74.6367,63.1382,1.03098
1,17779.5,1.00,14.00,29.00,131.05,276.93,178.45,1.09672,1790.19,6790.83,6269.21,291.574,340.884,7.00,61.7255,0.925421,568.00,0.507143,2.97429,77.4992,73.1483,1.01862
1,21976.7,1.00,17.00,35.00,130.92,218.85,142.2,1.10793,1828.11,6933.82,7384.75,259.27,295.175,9.00,52.2263,0.912885,502.00,0.681448,2.628,65.2618,63.6608,1.03092
1,25753.9,1.00,13.00,27.00,239.9,253.7,111.11,1.26218,1745.62,7756.08,9040.31,337.116,399.112,6.00,64.6474,0.908118,475.00,0.564336,2.4,73.9341,58.2436,1.02988
1,20170.2,1.00,10.00,21.00,88.53,325.23,121.41,1.68743,1309.82,7655.04,8087.97,346.125,431.143,7.00,62.3681,0.921939,405.00,0.593333,1.33,73.1029,57.7294,1.01916
1,20160.5,1.00,18.00,37.00,176.02,288.55,117.64,1.51886,2036.86,10526.7,9062.37,314.614,366.135,8.00,55.0443,0.908515,650.00,0.555225,3.189,74.4893,54.2774,1.02695
1,21724.00,1.00,14.00,29.00,218.16,264.13,111.7,1.47328,1554.47,7926.14,8256.79,328.254,383.742,6.00,53.5979,0.908699,514.00,0.448052,2.202,65.1038,58.3854,1.0285
1,20976.5,1.00,17.00,35.00,109.87,308.14,235.4,1.47213,2059.62,10062.1,8866.55,345.926,420.263,7.00,58.8414,0.901099,676.00,0.408446,2.61,56.3303,47.851,1.03506
1,23825.7,1.00,19.00,39.00,226.14,310.59,63.6,1.18119,1859.09,8159.69,8472.8,263.308,342.417,9.00,47.6636,0.899177,728.00,0.660714,1.643,74.0706,63.7666,1.03129
1,21007.2,1.00,18.00,37.00,156.24,349.32,71.56,1.26598,2221.09,9679.04,8472.13,340.266,438.722,9.00,60.0243,0.901969,642.00,0.52586,3.02778,58.9865,47.8384,1.03399
1,23699.3,1.00,15.00,31.00,133.72,281.2,65.42,1.1021,1388.9,5554.29,7460.31,273.39,311.353,7.00,44.7987,0.919306,365.00,0.551696,3.14636,64.2015,60.1567,1.02499
1,38906.2,1.00,10.00,21.00,224.68,352.2,76.18,1.06313,1360.5,5623.42,10958.9,374.021,508.083,4.00,64.779,0.909828,375.00,0.175,3.2175,92.2117,62.3352,1.02505
1,47516.7,1.00,14.00,29.00,127.79,310.04,71.53,1.39242,1204.69,6707.09,14392.8,317.652,401.256,8.00,41.5359,0.850254,499.00,0.593074,1.765,75.7498,61.4596,1.04651
1,39572.8,1.00,13.00,27.00,86.64,366.98,153.28,1.03151,1529.83,6167.06,11307.00,407.455,464.058,7.00,56.6552,0.908522,487.00,0.574592,2.00714,76.9543,78.6842,1.02276
1,35034.5,1.00,12.00,25.00,118.76,295.65,59.00,0.979094,1066.72,4515.49,9835.97,295.824,327.787,7.00,42.664,0.936093,362.00,0.644444,2.15071,71.2646,68.8281,1.01978
1,17327.4,1.00,12.00,25.00,62.4,314.79,199.47,1.13956,1340.1,5428.85,5913.26,340.357,432.595,7.00,53.5988,0.920223,432.00,0.544974,2.92111,59.9176,54.0345,1.0268
1,31281.4,1.00,15.00,31.00,72.93,381.8,129.48,1.28176,1433.89,6695.23,9833.37,405.765,482.585,8.00,46.2506,0.931375,398.00,0.648834,3.155,60.2082,52.5427,1.02023
1,65511.1,1.00,20.00,41.00,233.48,482.49,106.53,1.51985,2888.97,15390.3,22866.3,518.271,594.154,12.00,70.4573,0.924147,617.00,0.56,2.37812,57.9617,54.5248,1.02016
1,61147.1,2.00,19.00,40.00,197.89,310.87,113.88,1.28423,1947.43,9544.76,18225.9,379.404,458.239,13.00,48.6805,0.897988,587.00,0.695096,2.03312,84.3413,69.7996,1.02997
1,51970.6,1.00,20.00,41.00,253.54,470.39,93.96,1.19026,2645.28,11114.2,16579.7,524.22,645.909,12.00,64.5144,0.923088,646.00,0.604444,2.24167,66.2888,64.0412,1.02459
1,44418.5,2.00,10.00,22.00,284.39,481.68,101.88,1.30676,1949.36,8701.39,13400.9,532.198,587.165,6.00,88.6023,0.921446,472.00,0.435,2.01833,51.7201,51.9555,1.02286
1,34818.1,1.00,17.00,35.00,306.66,279.29,100.99,1.18162,1650.4,7501.71,11246.7,306.205,377.284,7.00,47.15,0.87415,800.00,0.562745,2.28833,76.9747,70.7668,1.04689
1,22624.3,2.00,10.00,22.00,48.19,326.53,105.99,1.22188,833.835,4244.65,6864.89,349.2,394.195,6.00,37.8968,0.920525,384.00,0.633333,2.855,80.2748,75.6165,1.03131

